order_key,customer_key,date_key,geo_key,channel_key,payment_key,discount_rate_level_key,flag_key,campaign_key,total_items,unique_products,subtotal,discount_amount,discount_rate,shipping_cost,tax_amount,revenue,profit,profit_margin,days_to_ship,days_to_deliver,ship_to_delivery_days,order_date,ship_date,delivery_date
29200,19537,621,17,3,18,6,19,NULL,2,2,112.63,23.28,22.47,7.99,6.25,103.59,30.70,29.64,1,3,2,2025-09-12,2025-09-13,2025-09-15
29201,13327,409,17,21,18,6,4,NULL,2,2,87.38,17.56,22.27,4.13,4.89,78.84,10.41,13.20,2,6,4,2025-02-12,2025-02-14,2025-02-18
29202,12066,602,2,21,10,1,19,NULL,4,3,200.13,0.00,0.00,0.00,20.01,220.14,67.06,30.46,0,5,5,2025-08-24,2025-08-24,2025-08-29
29203,20937,560,5,21,18,1,17,NULL,2,2,44.99,0.00,0.00,7.55,5.85,58.39,22.26,38.12,0,NULL,NULL,2025-07-13,2025-07-13,NULL
29204,14549,577,15,22,7,1,19,5,2,2,100.21,0.00,0.00,0.00,20.04,120.25,35.96,29.90,2,5,3,2025-07-30,2025-08-01,2025-08-04
29205,11297,797,1,22,2,1,19,6,5,4,35.12,0.00,0.00,6.21,3.51,44.84,10.88,24.26,1,5,4,2026-03-07,2026-03-08,2026-03-12
29206,15384,627,15,10,6,5,9,7,2,2,84.26,17.06,17.66,15.98,13.44,96.62,23.74,24.57,1,3,2,2025-09-18,2025-09-19,2025-09-21
29207,16898,568,15,19,6,1,19,NULL,2,2,79.13,0.00,0.00,6.28,15.83,101.24,23.67,23.38,2,5,3,2025-07-21,2025-07-23,2025-07-26
29208,8673,405,18,22,10,7,9,NULL,5,4,473.81,125.73,32.60,13.17,24.37,385.62,87.81,22.77,1,3,2,2025-02-08,2025-02-09,2025-02-11
29209,11576,491,19,22,6,6,6,NULL,3,2,190.10,42.01,24.34,14.14,10.37,172.60,28.29,16.39,0,2,2,2025-05-05,2025-05-05,2025-05-07
29210,3694,868,19,20,8,1,10,3,4,3,118.81,0.00,0.00,0.00,8.32,127.13,35.34,27.80,0,1,1,2026-05-17,2026-05-17,2026-05-18
29211,15657,524,17,8,6,3,19,NULL,3,3,71.50,7.29,9.81,5.62,4.49,74.32,19.73,26.55,2,5,3,2025-06-07,2025-06-09,2025-06-12
29212,6367,279,17,22,8,7,3,NULL,4,3,173.09,43.83,30.67,4.58,9.05,142.89,41.08,28.75,NULL,NULL,NULL,2024-10-05,NULL,NULL
29213,19036,850,18,11,6,4,7,NULL,3,3,106.35,14.06,12.35,15.12,6.46,113.87,32.13,28.22,0,NULL,NULL,2026-04-29,2026-04-29,NULL
29214,20257,931,20,9,10,4,19,NULL,4,3,324.26,45.37,14.83,7.43,19.52,305.84,51.94,16.98,1,5,4,2026-07-19,2026-07-20,2026-07-24
29215,7875,788,19,9,18,1,9,NULL,1,1,43.14,0.00,0.00,12.80,3.02,58.96,14.11,23.93,0,1,1,2026-02-26,2026-02-26,2026-02-27
29216,188,934,1,22,6,5,8,NULL,3,3,83.31,15.62,17.75,13.52,6.77,87.98,12.80,14.55,NULL,NULL,NULL,2026-07-22,NULL,NULL
29217,10970,830,17,21,6,4,9,NULL,2,2,67.57,10.24,13.40,15.08,4.01,76.42,21.11,27.62,0,1,1,2026-04-09,2026-04-09,2026-04-10
29218,17436,542,15,20,10,1,19,NULL,2,2,37.51,0.00,0.00,6.12,7.50,51.13,12.28,24.02,0,5,5,2025-06-25,2025-06-25,2025-06-30
29219,3216,8,19,3,7,1,18,NULL,7,6,210.91,0.00,0.00,5.86,14.76,231.53,82.86,35.79,NULL,NULL,NULL,2024-01-08,NULL,NULL
29220,7401,800,10,4,8,1,18,7,2,2,28.13,0.00,0.00,6.05,5.34,39.52,10.07,25.48,NULL,NULL,NULL,2026-03-10,NULL,NULL
29221,874,181,15,24,5,4,18,6,3,2,138.90,20.51,13.81,6.47,23.68,148.54,41.95,28.24,NULL,NULL,NULL,2024-06-29,NULL,NULL
29222,21429,257,19,21,7,5,18,NULL,2,2,38.01,7.29,19.14,5.22,2.15,38.09,9.39,24.65,NULL,NULL,NULL,2024-09-13,NULL,NULL
29223,19804,368,1,2,6,1,19,NULL,6,5,100.99,0.00,0.00,5.87,10.10,116.96,35.19,30.09,0,5,5,2025-01-02,2025-01-02,2025-01-07
29224,19978,267,17,21,15,4,6,NULL,1,1,18.26,4.02,12.79,16.19,1.00,31.43,1.66,5.28,1,3,2,2024-09-23,2024-09-24,2024-09-26
29225,7466,189,13,21,6,1,16,NULL,5,5,76.59,0.00,0.00,6.62,15.32,98.53,34.06,34.57,2,5,3,2024-07-07,2024-07-09,2024-07-12
29226,13918,529,17,11,6,1,4,NULL,6,5,42.31,0.00,0.00,4.00,2.96,49.27,20.99,42.60,3,11,8,2025-06-12,2025-06-15,2025-06-23
29227,5097,768,18,19,18,1,14,NULL,2,2,87.94,0.00,0.00,25.24,6.16,119.34,36.98,30.99,0,0,0,2026-02-06,2026-02-06,2026-02-06
29228,8862,229,11,24,18,4,6,NULL,5,4,145.04,19.04,12.70,0.00,23.94,149.94,28.54,19.03,1,2,1,2024-08-16,2024-08-17,2024-08-18
29229,9436,230,17,10,20,1,18,NULL,5,3,394.11,0.00,0.00,0.00,27.59,421.70,160.44,38.05,NULL,NULL,NULL,2024-08-17,NULL,NULL
29230,3823,420,5,21,19,1,13,NULL,9,8,210.42,0.00,0.00,21.64,27.35,259.41,68.21,26.29,NULL,NULL,NULL,2025-02-23,NULL,NULL
29231,8420,2,10,24,10,6,19,3,3,2,26.80,7.61,26.97,5.38,3.65,28.22,5.03,17.82,2,7,5,2024-01-02,2024-01-04,2024-01-09
29232,10275,972,18,10,6,1,4,NULL,4,3,187.07,0.00,0.00,0.00,13.09,200.16,77.58,38.76,1,6,5,2026-08-29,2026-08-30,2026-09-04
29233,10424,116,10,12,10,6,17,NULL,2,2,90.68,22.14,25.36,5.76,13.02,87.32,16.33,18.70,2,NULL,NULL,2024-04-25,2024-04-27,NULL
29234,8168,651,18,12,10,6,19,NULL,4,4,58.82,11.52,20.69,5.06,3.31,55.67,10.70,19.22,2,6,4,2025-10-12,2025-10-14,2025-10-18
29235,11776,560,15,7,6,6,19,NULL,5,3,95.28,19.67,20.18,6.76,15.12,97.49,22.28,22.85,0,3,3,2025-07-13,2025-07-13,2025-07-16
29236,91,263,1,22,4,1,18,3,6,5,616.04,0.00,0.00,7.83,61.60,685.47,293.28,42.79,NULL,NULL,NULL,2024-09-19,NULL,NULL
29237,84,61,19,10,18,3,18,2,2,2,69.34,5.57,7.49,6.15,4.46,74.38,26.82,36.06,NULL,NULL,NULL,2024-03-01,NULL,NULL
29238,4215,525,18,12,8,1,20,NULL,3,2,58.15,0.00,0.00,7.20,4.07,69.42,27.04,38.95,1,6,5,2025-06-08,2025-06-09,2025-06-14
29239,11886,8,17,22,20,5,20,NULL,6,5,111.04,20.49,19.87,6.21,6.34,103.10,25.12,24.36,1,3,2,2024-01-08,2024-01-09,2024-01-11
29240,5728,650,17,20,5,1,18,4,2,2,26.56,0.00,0.00,7.00,1.86,35.42,13.23,37.35,NULL,NULL,NULL,2025-10-11,NULL,NULL
29241,6409,349,18,23,11,5,18,NULL,5,5,87.54,13.57,15.84,6.50,5.18,85.65,21.91,25.58,NULL,NULL,NULL,2024-12-14,NULL,NULL
29242,7852,158,1,12,14,1,7,NULL,3,2,77.03,0.00,0.00,15.95,7.70,100.68,28.15,27.96,1,NULL,NULL,2024-06-06,2024-06-07,NULL
29243,16763,461,20,6,7,1,19,6,1,1,19.67,0.00,0.00,6.37,1.38,27.42,6.11,22.28,0,2,2,2025-04-05,2025-04-05,2025-04-07
29244,8067,46,19,19,10,1,6,NULL,3,2,184.16,0.00,0.00,14.88,12.89,211.93,77.67,36.65,1,2,1,2024-02-15,2024-02-16,2024-02-17
29245,15273,902,9,22,10,4,19,NULL,2,2,65.30,9.49,12.83,7.56,10.60,73.97,9.30,12.57,0,5,5,2026-06-20,2026-06-20,2026-06-25
29246,12397,777,13,11,18,1,19,NULL,3,2,198.50,0.00,0.00,7.93,39.70,246.13,93.93,38.16,2,4,2,2026-02-15,2026-02-17,2026-02-19
29247,11776,207,15,11,10,5,19,NULL,2,2,69.36,13.88,18.65,7.83,11.10,74.41,15.91,21.38,0,2,2,2024-07-25,2024-07-25,2024-07-27
29248,9838,402,13,20,18,6,19,3,3,2,44.88,10.66,22.38,6.58,6.84,47.64,7.75,16.27,2,4,2,2025-02-05,2025-02-07,2025-02-09
29249,15516,518,20,23,8,1,18,NULL,3,2,37.58,0.00,0.00,7.45,2.63,47.66,12.66,26.56,NULL,NULL,NULL,2025-06-01,NULL,NULL
29250,10788,860,18,23,10,1,17,NULL,5,4,100.00,0.00,0.00,7.49,7.00,114.49,40.99,35.80,0,NULL,NULL,2026-05-09,2026-05-09,NULL
29251,2372,187,15,10,18,1,9,NULL,5,3,72.08,0.00,0.00,12.70,14.42,99.20,35.62,35.91,0,1,1,2024-07-05,2024-07-05,2024-07-06
29252,17200,967,9,23,14,1,19,NULL,1,1,11.34,0.00,0.00,6.67,2.15,20.16,4.89,24.26,0,5,5,2026-08-24,2026-08-24,2026-08-29
29253,4909,767,2,3,6,1,9,NULL,2,2,112.28,0.00,0.00,14.42,11.23,137.93,36.46,26.43,1,2,1,2026-02-05,2026-02-06,2026-02-07
29254,12993,522,3,22,6,7,16,NULL,7,6,219.25,62.90,35.20,6.73,15.63,178.71,8.33,4.66,0,4,4,2025-06-05,2025-06-05,2025-06-09
29255,11578,795,8,2,12,5,3,NULL,2,2,30.05,5.24,16.15,4.41,3.23,32.45,6.87,21.17,NULL,NULL,NULL,2026-03-05,NULL,NULL
29256,15149,595,5,21,14,2,9,NULL,1,1,16.10,0.89,2.88,13.70,1.98,30.89,5.21,16.87,1,3,2,2025-08-17,2025-08-18,2025-08-20
29257,8214,497,11,3,20,5,8,NULL,5,4,384.59,65.22,16.55,14.04,60.68,394.09,93.70,23.78,NULL,NULL,NULL,2025-05-11,NULL,NULL
29258,18979,806,8,11,6,1,4,NULL,2,2,45.91,0.00,0.00,3.52,5.97,55.40,20.88,37.69,1,6,5,2026-03-16,2026-03-17,2026-03-22
29259,13176,904,6,8,2,1,9,NULL,3,1,81.24,0.00,0.00,16.04,10.56,107.84,23.17,21.49,1,3,2,2026-06-22,2026-06-23,2026-06-25
29260,9926,545,8,21,10,1,8,NULL,4,2,136.45,0.00,0.00,13.33,17.74,167.52,65.03,38.82,NULL,NULL,NULL,2025-06-28,NULL,NULL
29261,15978,411,17,24,6,1,4,NULL,2,2,78.25,0.00,0.00,3.52,5.48,87.25,30.31,34.74,2,8,6,2025-02-14,2025-02-16,2025-02-22
29262,842,660,13,19,18,1,19,NULL,2,2,50.65,0.00,0.00,6.62,10.13,67.40,24.58,36.47,2,5,3,2025-10-21,2025-10-23,2025-10-26
29263,21106,621,14,19,12,1,18,NULL,3,2,111.29,0.00,0.00,5.89,22.26,139.44,46.59,33.41,NULL,NULL,NULL,2025-09-12,NULL,NULL
29264,9525,75,1,11,12,1,10,NULL,2,2,79.96,0.00,0.00,17.79,8.00,105.75,26.26,24.83,1,3,2,2024-03-15,2024-03-16,2024-03-18
29265,15199,336,19,21,19,1,18,NULL,2,2,39.81,0.00,0.00,6.19,2.79,48.79,14.83,30.40,NULL,NULL,NULL,2024-12-01,NULL,NULL
29266,1488,875,14,22,6,1,19,NULL,2,2,43.80,0.00,0.00,5.17,8.76,57.73,17.83,30.89,0,3,3,2026-05-24,2026-05-24,2026-05-27
29267,17812,705,20,10,6,1,18,NULL,2,2,23.77,0.00,0.00,5.59,1.66,31.02,9.50,30.63,NULL,NULL,NULL,2025-12-05,NULL,NULL
29268,8772,330,19,23,6,1,19,NULL,5,5,189.65,0.00,0.00,0.00,13.28,202.93,84.84,41.81,2,6,4,2024-11-25,2024-11-27,2024-12-01
29269,4320,589,17,3,6,1,9,NULL,6,3,298.03,0.00,0.00,15.07,20.86,333.96,101.63,30.43,0,1,1,2025-08-11,2025-08-11,2025-08-12
29270,7712,71,10,23,6,1,19,NULL,4,1,108.19,0.00,0.00,0.00,20.56,128.75,49.69,38.59,2,4,2,2024-03-11,2024-03-13,2024-03-15
29271,9298,98,8,12,19,1,19,NULL,3,3,125.56,0.00,0.00,5.28,16.32,147.16,55.93,38.01,2,5,3,2024-04-07,2024-04-09,2024-04-12
29272,10832,571,11,22,6,1,16,NULL,6,3,220.24,0.00,0.00,7.97,41.85,270.06,69.57,25.76,0,2,2,2025-07-24,2025-07-24,2025-07-26
29273,15586,492,2,5,10,2,4,NULL,2,2,76.11,3.83,4.63,3.29,7.23,82.80,25.04,30.24,1,9,8,2025-05-06,2025-05-07,2025-05-15
29274,1432,671,15,22,12,1,5,NULL,5,5,169.20,0.00,0.00,0.00,33.84,203.04,67.86,33.42,2,10,8,2025-11-01,2025-11-03,2025-11-11
29275,7672,55,17,9,10,4,14,NULL,4,2,153.18,21.85,13.32,23.49,9.19,164.01,45.10,27.50,0,1,1,2024-02-24,2024-02-24,2024-02-25
29276,611,944,14,20,8,1,5,NULL,4,3,57.97,0.00,0.00,3.10,11.59,72.66,24.29,33.43,1,7,6,2026-08-01,2026-08-02,2026-08-08
29277,6345,384,11,22,6,1,19,NULL,3,2,22.45,0.00,0.00,7.78,4.27,34.50,10.07,29.19,1,3,2,2025-01-18,2025-01-19,2025-01-21
29278,18648,907,14,9,18,1,19,NULL,6,6,211.51,0.00,0.00,7.46,42.30,261.27,101.44,38.83,2,6,4,2026-06-25,2026-06-27,2026-07-01
29279,6161,253,6,15,12,1,10,NULL,2,2,86.53,0.00,0.00,16.09,11.25,113.87,38.04,33.41,1,3,2,2024-09-09,2024-09-10,2024-09-12
29280,19798,969,10,5,20,4,18,NULL,3,3,37.50,5.56,12.82,5.36,6.07,43.37,12.99,29.95,NULL,NULL,NULL,2026-08-26,NULL,NULL
29281,19181,662,10,10,6,1,16,NULL,4,2,75.10,0.00,0.00,7.33,14.27,96.70,26.82,27.74,1,4,3,2025-10-23,2025-10-24,2025-10-27
29282,21701,182,19,19,20,4,5,NULL,3,3,67.52,9.14,13.60,4.74,4.09,67.21,18.15,27.00,0,8,8,2024-06-30,2024-06-30,2024-07-08
29283,6881,573,17,10,6,5,14,NULL,2,2,43.44,9.52,15.64,24.58,2.37,60.87,8.75,14.37,0,1,1,2025-07-26,2025-07-26,2025-07-27
29284,19300,406,17,3,8,3,8,NULL,3,3,43.31,2.92,5.22,12.76,2.83,55.98,12.92,23.08,NULL,NULL,NULL,2025-02-09,NULL,NULL
29285,10764,834,19,22,18,1,9,NULL,3,3,92.49,0.00,0.00,13.90,6.47,112.86,34.67,30.72,1,3,2,2026-04-13,2026-04-14,2026-04-16
29286,17923,541,11,22,6,1,19,NULL,1,1,11.48,0.00,0.00,6.90,2.18,20.56,5.49,26.70,1,3,2,2025-06-24,2025-06-25,2025-06-27
29287,9666,436,13,11,18,7,19,NULL,2,2,71.32,20.90,31.68,5.48,10.08,65.98,3.15,4.77,2,7,5,2025-03-11,2025-03-13,2025-03-18
29288,572,966,9,21,18,3,9,NULL,3,2,80.61,9.27,9.36,14.17,13.55,99.06,17.40,17.57,0,2,2,2026-08-23,2026-08-23,2026-08-25
29289,17218,651,18,24,10,1,19,NULL,3,3,81.48,0.00,0.00,5.52,5.70,92.70,40.14,43.30,1,6,5,2025-10-12,2025-10-13,2025-10-18
29290,7267,475,20,24,6,6,19,NULL,3,3,37.73,8.35,21.45,7.49,2.06,38.93,6.01,15.44,1,4,3,2025-04-19,2025-04-20,2025-04-23
29291,12631,496,19,2,18,1,4,3,4,2,33.40,0.00,0.00,3.80,2.34,39.54,13.27,33.56,1,9,8,2025-05-10,2025-05-11,2025-05-19
29292,3457,313,21,8,7,5,19,2,5,4,79.14,12.27,15.55,7.36,4.68,78.91,16.18,20.50,0,5,5,2024-11-08,2024-11-08,2024-11-13
29293,11542,801,6,9,5,6,18,NULL,3,3,93.58,19.27,21.36,6.24,9.66,90.21,12.19,13.51,NULL,NULL,NULL,2026-03-11,NULL,NULL
29294,18042,87,18,12,20,5,10,NULL,1,1,120.92,22.64,18.98,14.13,6.88,119.29,27.72,23.24,1,3,2,2024-03-27,2024-03-28,2024-03-30
29295,21468,86,14,24,8,5,18,NULL,7,5,261.61,45.43,17.51,0.00,43.24,259.42,60.36,23.27,NULL,NULL,NULL,2024-03-26,NULL,NULL
29296,586,850,5,11,10,4,19,NULL,3,3,93.42,12.76,13.04,6.73,10.49,97.88,26.50,27.07,2,7,5,2026-04-29,2026-05-01,2026-05-06
29297,2730,713,18,20,18,1,16,NULL,4,3,52.54,0.00,0.00,7.48,3.68,63.70,16.95,26.61,2,6,4,2025-12-13,2025-12-15,2025-12-19
29298,7209,17,20,24,6,6,16,NULL,2,2,76.15,15.31,21.24,6.97,4.26,72.07,13.47,18.69,0,2,2,2024-01-17,2024-01-17,2024-01-19
29299,6198,216,5,22,6,1,19,7,2,2,126.36,0.00,0.00,5.96,16.43,148.75,41.15,27.66,2,4,2,2024-08-03,2024-08-05,2024-08-07
29300,18351,641,20,8,13,1,18,NULL,4,4,73.46,0.00,0.00,7.44,5.14,86.04,33.09,38.46,NULL,NULL,NULL,2025-10-02,NULL,NULL
29301,5422,793,5,19,7,3,18,NULL,4,3,85.15,5.81,6.06,6.18,10.31,95.83,29.36,30.64,NULL,NULL,NULL,2026-03-03,NULL,NULL
29302,10024,695,8,11,8,6,18,NULL,4,4,198.72,41.56,22.40,7.97,20.43,185.56,43.89,23.65,NULL,NULL,NULL,2025-11-25,NULL,NULL
29303,14347,919,20,22,10,1,16,NULL,2,2,112.33,0.00,0.00,0.00,7.86,120.19,40.86,34.00,2,6,4,2026-07-07,2026-07-09,2026-07-13
29304,9924,559,19,23,6,5,2,NULL,1,1,25.14,4.76,18.41,4.05,1.43,25.86,5.64,21.81,3,NULL,NULL,2025-07-12,2025-07-15,NULL
29305,21261,592,15,21,14,1,9,NULL,4,3,79.43,0.00,0.00,17.24,15.89,112.56,24.98,22.19,0,1,1,2025-08-14,2025-08-14,2025-08-15
29306,9495,472,20,20,20,1,8,NULL,4,3,82.52,0.00,0.00,13.36,5.78,101.66,40.40,39.74,NULL,NULL,NULL,2025-04-16,NULL,NULL
29307,7178,109,15,22,6,3,19,6,4,4,45.59,3.57,6.36,5.68,8.40,56.10,11.18,19.93,0,5,5,2024-04-18,2024-04-18,2024-04-23
29308,3243,257,18,22,6,6,19,NULL,5,5,165.72,38.38,27.05,5.65,8.91,141.90,20.21,14.24,0,5,5,2024-09-13,2024-09-13,2024-09-18
29309,13977,143,5,4,14,1,13,NULL,3,2,90.49,0.00,0.00,25.58,11.76,127.83,29.90,23.39,NULL,NULL,NULL,2024-05-22,NULL,NULL
29310,4526,622,10,24,6,6,17,NULL,6,4,380.32,86.19,24.21,5.97,55.88,355.98,30.33,8.52,1,NULL,NULL,2025-09-13,2025-09-14,NULL
29311,7281,234,20,20,2,5,19,NULL,3,2,75.31,13.33,18.33,6.41,4.34,72.73,19.97,27.46,2,4,2,2024-08-21,2024-08-23,2024-08-25
29312,7096,113,19,19,14,1,9,NULL,7,5,136.56,0.00,0.00,0.00,9.56,146.12,48.26,33.03,0,1,1,2024-04-22,2024-04-22,2024-04-23
29313,18054,875,17,11,6,7,19,NULL,2,2,121.98,36.02,36.45,6.84,6.02,98.82,8.11,8.21,1,3,2,2026-05-24,2026-05-25,2026-05-27
29314,4156,650,20,23,10,1,7,NULL,4,2,130.14,0.00,0.00,0.00,9.11,139.25,61.00,43.81,1,NULL,NULL,2025-10-11,2025-10-12,NULL
29315,4714,334,8,8,2,1,9,2,3,3,107.68,0.00,0.00,0.00,14.00,121.68,39.30,32.30,1,2,1,2024-11-29,2024-11-30,2024-12-01
29316,9668,409,20,9,6,1,17,NULL,4,4,45.87,0.00,0.00,7.23,3.21,56.31,20.35,36.14,0,NULL,NULL,2025-02-12,2025-02-12,NULL
29317,16161,87,6,21,6,1,9,NULL,5,3,48.59,0.00,0.00,14.42,6.32,69.33,23.67,34.14,1,3,2,2024-03-27,2024-03-28,2024-03-30
29318,10998,231,6,9,15,6,3,NULL,3,2,100.54,22.01,24.80,0.00,10.21,88.74,8.92,10.05,NULL,NULL,NULL,2024-08-18,NULL,NULL
29319,13261,884,19,23,6,6,19,NULL,3,2,26.17,6.95,24.71,7.56,1.35,28.13,1.61,5.72,1,4,3,2026-06-02,2026-06-03,2026-06-06
29320,11623,203,19,19,10,1,16,NULL,4,4,131.18,0.00,0.00,0.00,9.18,140.36,50.40,35.91,0,4,4,2024-07-21,2024-07-21,2024-07-25
29321,14036,878,20,22,18,7,17,NULL,3,2,126.76,34.61,35.10,0.00,6.45,98.60,2.99,3.03,2,NULL,NULL,2026-05-27,2026-05-29,NULL
29322,10211,610,5,8,18,1,2,NULL,1,1,63.72,0.00,0.00,3.61,8.28,75.61,29.42,38.91,0,NULL,NULL,2025-09-01,2025-09-01,NULL
29323,1248,444,18,18,14,1,19,NULL,5,3,161.34,0.00,0.00,6.01,11.29,178.64,60.21,33.70,2,5,3,2025-03-19,2025-03-21,2025-03-24
29324,608,586,3,10,18,1,7,NULL,7,7,295.42,0.00,0.00,13.26,29.54,338.22,128.01,37.85,0,NULL,NULL,2025-08-08,2025-08-08,NULL
29325,1385,408,9,10,8,1,20,NULL,4,4,180.50,0.00,0.00,0.00,34.30,214.80,69.99,32.58,2,4,2,2025-02-11,2025-02-13,2025-02-15
29326,3437,741,14,10,10,4,17,NULL,4,2,64.58,9.60,13.31,6.13,11.00,72.11,16.58,22.99,0,NULL,NULL,2026-01-10,2026-01-10,NULL
29327,4500,442,17,21,8,6,3,NULL,5,5,77.31,17.32,25.25,4.40,4.20,68.59,16.38,23.88,NULL,NULL,NULL,2025-03-17,NULL,NULL
29328,10229,264,18,9,6,4,16,NULL,3,3,97.88,13.38,13.70,7.21,5.92,97.63,35.24,36.10,0,2,2,2024-09-20,2024-09-20,2024-09-22
29329,15849,367,20,22,12,7,20,NULL,4,4,145.48,37.81,32.82,0.00,7.54,115.21,6.60,5.73,2,7,5,2025-01-01,2025-01-03,2025-01-08
29330,3457,799,18,3,18,4,19,NULL,3,2,322.06,36.74,12.03,0.00,19.97,305.29,54.71,17.92,0,2,2,2026-03-09,2026-03-09,2026-03-11
29331,17115,721,13,10,10,5,4,NULL,3,3,48.66,8.47,15.95,4.86,8.04,53.09,8.34,15.71,2,6,4,2025-12-21,2025-12-23,2025-12-27
29332,8795,702,19,9,10,6,9,NULL,2,2,30.88,8.22,21.64,13.74,1.59,37.99,2.00,5.26,1,2,1,2025-12-02,2025-12-03,2025-12-04
29333,10394,940,20,10,18,7,9,NULL,3,2,123.90,34.48,36.04,0.00,6.26,95.68,4.58,4.79,1,2,1,2026-07-28,2026-07-29,2026-07-30
29334,9223,422,18,22,18,1,3,NULL,5,5,67.74,0.00,0.00,4.34,4.74,76.82,23.19,30.19,NULL,NULL,NULL,2025-02-25,NULL,NULL
29335,9455,595,20,19,6,3,9,NULL,4,3,346.22,31.32,8.92,14.04,22.04,350.98,139.33,39.70,1,3,2,2025-08-17,2025-08-18,2025-08-20
29336,9412,673,17,24,6,6,4,NULL,6,4,471.58,101.33,25.31,4.15,25.92,400.32,40.21,10.04,2,8,6,2025-11-03,2025-11-05,2025-11-11
29337,5809,716,17,21,18,1,18,NULL,4,4,66.38,0.00,0.00,7.90,4.65,78.93,24.26,30.74,NULL,NULL,NULL,2025-12-16,NULL,NULL
29338,17430,902,17,10,6,1,9,3,2,2,35.58,0.00,0.00,16.92,2.49,54.99,14.99,27.26,0,2,2,2026-06-20,2026-06-20,2026-06-22
29339,18620,497,20,11,6,1,9,NULL,3,3,30.79,0.00,0.00,16.90,2.16,49.85,12.17,24.41,1,2,1,2025-05-11,2025-05-12,2025-05-13
29340,17913,64,17,5,8,6,20,NULL,3,3,65.02,13.11,21.37,5.81,3.63,61.35,16.23,26.45,0,3,3,2024-03-04,2024-03-04,2024-03-07
29341,10924,104,14,10,6,1,19,NULL,3,2,22.08,0.00,0.00,6.02,4.42,32.52,8.74,26.88,2,7,5,2024-04-13,2024-04-15,2024-04-20
29342,8426,5,17,23,11,6,4,NULL,6,4,110.97,23.94,24.64,4.02,6.09,97.14,23.64,24.34,2,9,7,2024-01-05,2024-01-07,2024-01-14
29343,13170,103,19,19,18,6,19,NULL,3,2,67.31,15.50,24.58,7.63,3.63,63.07,12.76,20.23,0,2,2,2024-04-12,2024-04-12,2024-04-14
29344,8826,99,15,21,6,6,19,NULL,3,2,64.21,14.88,22.92,5.71,9.87,64.91,16.39,25.25,0,4,4,2024-04-08,2024-04-08,2024-04-12
29345,14054,780,18,21,18,7,16,NULL,4,2,124.68,32.80,30.93,7.73,6.43,106.04,14.13,13.33,2,6,4,2026-02-18,2026-02-20,2026-02-24
29346,16397,418,14,22,4,1,20,NULL,2,2,24.19,0.00,0.00,6.66,4.84,35.69,10.73,30.06,0,2,2,2025-02-21,2025-02-21,2025-02-23
29347,5422,890,5,11,16,4,13,NULL,5,4,116.62,18.50,14.04,20.93,12.76,131.81,20.52,15.57,NULL,NULL,NULL,2026-06-08,NULL,NULL
29348,12104,157,6,22,2,1,9,NULL,2,2,176.92,0.00,0.00,12.26,23.00,212.18,87.79,41.38,1,3,2,2024-06-05,2024-06-06,2024-06-08
29349,8390,657,19,10,6,1,6,NULL,3,2,55.37,0.00,0.00,12.51,3.88,71.76,16.86,23.49,0,2,2,2025-10-18,2025-10-18,2025-10-20
29350,11495,693,20,22,5,1,8,NULL,2,2,77.67,0.00,0.00,16.54,5.44,99.65,28.52,28.62,NULL,NULL,NULL,2025-11-23,NULL,NULL
29351,21604,318,9,12,6,3,19,NULL,3,3,64.18,4.61,6.06,5.23,11.32,76.12,25.47,33.46,1,5,4,2024-11-13,2024-11-14,2024-11-18
29352,20445,596,13,5,18,3,4,NULL,2,2,37.43,3.25,7.24,3.86,6.84,44.88,10.50,23.40,0,6,6,2025-08-18,2025-08-18,2025-08-24
29353,2806,460,15,23,6,1,16,NULL,4,3,108.91,0.00,0.00,7.20,21.78,137.89,33.38,24.21,2,7,5,2025-04-04,2025-04-06,2025-04-11
29354,15407,413,19,23,8,4,20,NULL,2,2,64.59,9.07,13.55,7.52,3.89,66.93,16.92,25.28,0,5,5,2025-02-16,2025-02-16,2025-02-21
29355,18630,215,19,17,5,3,13,NULL,4,4,122.20,11.61,8.18,23.66,7.74,141.99,40.16,28.28,NULL,NULL,NULL,2024-08-02,NULL,NULL
29356,13737,53,19,21,6,1,17,NULL,3,3,79.22,0.00,0.00,7.00,5.55,91.77,34.89,38.02,2,NULL,NULL,2024-02-22,2024-02-24,NULL
29357,17862,770,15,21,18,1,17,NULL,3,3,48.01,0.00,0.00,5.96,9.60,63.57,14.71,23.14,1,NULL,NULL,2026-02-08,2026-02-09,NULL
29358,15051,89,9,22,6,1,19,3,6,4,163.84,0.00,0.00,6.79,31.13,201.76,73.86,36.61,1,4,3,2024-03-29,2024-03-30,2024-04-02
29359,15782,803,19,21,10,7,19,NULL,3,2,80.35,23.13,33.90,7.00,4.01,68.23,4.17,6.11,0,2,2,2026-03-13,2026-03-13,2026-03-15
29360,2286,928,17,11,2,6,9,NULL,6,4,170.18,33.90,23.25,0.00,9.54,145.82,21.02,14.42,1,2,1,2026-07-16,2026-07-17,2026-07-18
29361,2098,910,20,9,6,3,16,NULL,4,3,251.70,21.63,8.56,6.48,16.10,252.65,51.15,20.25,2,6,4,2026-06-28,2026-06-30,2026-07-04
29362,15242,765,17,20,19,1,11,5,4,4,110.01,0.00,0.00,0.00,7.70,117.71,53.82,45.72,0,1,1,2026-02-03,2026-02-03,2026-02-04
